SN,Food（100 g）,Food（100 g）,Fiber， total dietary（单位：g）,Water（单位：g）,Protein（单位：g）,Sugars， total（单位：g）,Carbohydrate， by difference（单位：g）,Energy（单位：kcal）,Total lipid (fat)（单位：g）,Sodium， Na（单位：mg）,Potassium， K（单位：mg）,Zinc， Zn（单位：mg）,Iron， Fe（单位：mg）,Calcium， Ca（单位：mg）,Magnesium， Mg（单位：mg）,Phosphorus， P（单位：mg）,Vitamin D (D2 + D3)（单位：&micro;g）,Vitamin C， total ascorbic acid（单位：mg）,Vitamin B-6（单位：mg）,Vitamin A， RAE（单位：&micro;g）,Vitamin B-12（单位：&micro;g）,Folate， DFE（单位：&micro;g）,Niacin（单位：mg）,Riboflavin（单位：mg）,Thiamin（单位：mg）,Vitamin E (alpha-tocopherol)（单位：mg）,Vitamin K (phylloquinone)（单位：&micro;g）,Vitamin A， IU（单位：IU）,Vitamin D（单位：IU）,Cholesterol（单位：mg）,Fatty acids， total saturated（单位：g）,Fatty acids， total monounsaturated（单位：g）,Fatty acids， total trans（单位：g）,Fatty acids， total polyunsaturated（单位：g）,Caffeine（单位：mg）,URL,Category
10192,Pork， fresh， backribs， separable lean and fat， raw,猪肉，新鲜，backribs，瘦肉和脂肪分离，生,0,63.47,19.07,0,0,224,16.33,87,247,2.54,0.76,31,16,154,1.1,0,0.422,7,0.56,0,6.776,0.305,0.457,0.24,0,22,42,69,5.783,6.861,0.141,2.676,0,http://ndb.nal.usda.gov/ndb/foods/show/2677,Pork Products
10193,Pork， fresh， backribs， separable lean and fat， cooked， roasted,猪肉，新鲜，backribs，瘦肉和脂肪分离，煮熟，烤,0,54.82,23.01,0,0,292,21.51,94,240,3.07,0.92,46,17,165,1.2,0,0.413,6,0.74,0,7.636,0.331,0.46,0.25,0,20,48,84,7.8,9.29,0.188,3.529,0,http://ndb.nal.usda.gov/ndb/foods/show/2678,Pork Products
10194,Pork， fresh， loin， center rib (chops or roasts)， boneless， separable lean and fat， raw,猪肉，新鲜，腰部，肋部中心（印章或烤肉），去骨，瘦肉和脂肪分离，生,0,66.15,19.9,0,0,211,14.01,42,384,1.57,0.71,5,20,193,1.4,0.3,0.417,0,0.5,6,4.638,0.247,0.779,0.29,n/a,6,54,60,4.86,6.25,n/a,1.5,0,http://ndb.nal.usda.gov/ndb/foods/show/2679,Pork Products
10195,Pork， fresh， loin， center rib (chops)， boneless， separable lean and fat， cooked， braised,猪肉，新鲜，腰部，肋部中心（印章），去骨，瘦肉和脂肪分离，煮熟，焖,0,58.15,26.29,n/a,0,255,15.79,40,387,2.07,0.92,5,17,172,n/a,0.3,0.31,2,0.44,4,4.311,0.242,0.525,n/a,n/a,7,n/a,73,6.12,7.21,n/a,1.32,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2680,Pork Products
10196,Pork， fresh， loin， center rib (chops)， boneless， separable lean and fat， cooked， broiled,猪肉，新鲜，腰部，肋部中心（印章），去骨，瘦肉和脂肪分离，煮熟，烤,0,53.37,27.63,n/a,0,260,15.76,62,401,2.26,0.77,28,26,237,n/a,0.3,0.371,2,0.67,8,4.945,0.3,0.834,n/a,n/a,7,n/a,82,5.79,7.01,n/a,1.24,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2681,Pork Products
10197,Pork， fresh， loin， center rib (chops)， boneless， separable lean and fat， cooked， pan-fried,猪肉，新鲜，腰部，肋部中心（印章），去骨，瘦肉和脂肪分离，煮熟，煎,0,56.34,25.82,0,0,273,18.05,50,428,2.04,0.73,11,24,228,0.9,0,0.357,2,0.59,7,4.805,0.313,0.708,0.2,0,7,34,73,6.72,7.96,n/a,2.08,0,http://ndb.nal.usda.gov/ndb/foods/show/2682,Pork Products
10198,Pork， fresh， loin， center rib (roasts)， boneless， separable lean and fat， cooked， roasted,猪肉，新鲜，腰部，肋部中心（烤肉），去骨，瘦肉和脂肪分离，煮熟，烤,0,57.33,26.99,n/a,0,252,15.15,48,346,2.64,0.93,6,22,214,1.1,0.4,0.363,0,0.56,8,5.044,0.29,0.604,n/a,n/a,9,43,81,5.35,6.68,n/a,1.3,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2683,Pork Products
10199,Pork， fresh， loin， center rib (chops or roasts)， boneless， separable lean only， raw,猪肉，新鲜，腰部，肋部中心（印章或烤肉），去骨，只有瘦肉分开，生,0,71.98,21.8,0,0,152,6.48,45,421,1.69,0.77,5,22,207,0.6,0.3,0.47,2,0.53,7,5.036,0.268,0.856,0.18,0,6,25,55,2.24,2.93,n/a,0.7,0,http://ndb.nal.usda.gov/ndb/foods/show/2684,Pork Products
10200,Pork， fresh， loin， center rib (chops)， boneless， separable lean only， cooked， braised,猪肉，新鲜，腰部，肋部中心（印章），去骨，可分精益只，煮熟，焖,0,62.25,27.95,0,0,211,10.14,41,405,2.16,0.99,5,19,173,0.9,0.3,0.331,2,0.44,4,4.519,0.258,0.549,0.21,0,6,35,71,3.96,4.85,n/a,0.73,0,http://ndb.nal.usda.gov/ndb/foods/show/2685,Pork Products
10201,Pork， fresh， loin， center rib (chops)， boneless， separable lean only， cooked， broiled,猪肉，新鲜，腰部，肋部中心（印章），去骨，可分精益只，煮熟，烤,0,56.95,29.46,n/a,0,216,10.05,65,420,2.38,0.82,31,28,245,n/a,0.3,0.4,2,0.7,9,5.231,0.323,0.894,n/a,n/a,6,n/a,81,3.57,4.6,n/a,0.64,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2686,Pork Products
10202,Pork， fresh， loin， center rib (chops)， boneless， separable lean only， cooked， pan-fried,猪肉，新鲜，腰部，肋部中心（印章），去骨，可分精益只，煮熟，煎,0,60.86,27.68,0,0,224,11.8,52,454,2.14,0.78,5,27,237,0.6,0.3,0.388,2,0.61,8,5.115,0.34,0.761,0.22,0,6,22,70,4.3,5.31,n/a,1.49,0,http://ndb.nal.usda.gov/ndb/foods/show/2687,Pork Products
10203,Pork， fresh， loin， center rib (roasts)， boneless， separable lean only， cooked， roasted,猪肉，新鲜，腰部，肋部中心（烤肉），去骨，可分精益只，煮熟，烤,0,60.61,28.81,n/a,0,214,10.13,50,363,2.83,1,6,24,222,0.7,0.4,0.4,0,0.55,9,5.355,0.312,0.639,n/a,n/a,8,29,83,3.54,4.49,n/a,0.85,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2688,Pork Products
10204,Pork， fresh， loin， country-style ribs， separable lean and fat， raw,猪肉，新鲜，腰部，乡村风格的排骨，瘦肉和脂肪分离，生,0,68.22,19.34,0,0,189,11.82,63,318,2.78,0.85,22,21,193,0.7,0,0.539,2,1,0,3.082,0.253,0.375,0.23,0,8,29,74,2.37,2.762,0.074,0.966,0,http://ndb.nal.usda.gov/ndb/foods/show/2689,Pork Products
10205,Pork， fresh， loin， country-style ribs， separable lean and fat， cooked， braised,猪肉，新鲜，腰部，乡村风格的排骨，瘦肉和脂肪分离，煮熟，焖,0,53.9,26.49,0,0,273,17.71,58,288,4.23,1.34,34,23,202,1.3,0,0.472,2,0.96,0,5.548,0.283,0.461,0.12,0,6,50,103,6.302,7.654,0.153,2.138,0,http://ndb.nal.usda.gov/ndb/foods/show/2690,Pork Products
10206,Pork， fresh， loin， country-style ribs， separable lean and fat， bone-in， cooked， roasted,猪肉，新鲜，腰部，乡村风格的排骨，瘦肉和脂肪分离，带骨，熟，烤,0,48.38,21.75,0,0,359,29.46,52,322,2.2,1,25,22,214,1.8,0.3,0.419,2,0.76,4,4.196,0.329,0.82,0,0,8,72,91,10.689,12.825,0.048,2.972,0,http://ndb.nal.usda.gov/ndb/foods/show/2691,Pork Products
10207,Pork， fresh， loin， country-style ribs， separable lean only， raw,猪肉，新鲜，腰部，乡村风格的排骨，只可分离精益，生,0,72.84,20.76,0,0,140,5.64,67,338,3,0.9,21,23,204,0.5,0,0.577,0,1.01,0,3.097,0.271,0.394,0.25,0,0,22,74,2.012,2.477,n/a,0.645,0,http://ndb.nal.usda.gov/ndb/foods/show/2692,Pork Products
10208,Pork， fresh， loin， country-style ribs， separable lean only， cooked， braised,猪肉，新鲜，腰部，乡村风格的肋骨，可分精益只，煮熟，焖,0,56.16,27.74,0,0,247,14.26,60,297,4.46,1.39,33,23,208,1.2,0,0.491,0,0.94,0,5.715,0.296,0.477,0.11,0,0,49,105,5.086,6.26,0.112,1.629,0,http://ndb.nal.usda.gov/ndb/foods/show/2693,Pork Products
10209,Pork， fresh， loin， country-style ribs， separable lean only， bone-in， cooked， roasted,猪肉，新鲜，腰部，乡村风格的肋骨，可分精益只，带骨，熟，烤,0,58.72,29.2,0,0,227,11.38,91,390,3.94,0.98,31,22,235,1.1,0,0.523,1,0.9,0,7.82,0.458,0.574,0.27,0,5,42,99,3.766,4.376,n/a,1.458,0,http://ndb.nal.usda.gov/ndb/foods/show/2694,Pork Products
10210,Pork， fresh， loin， sirloin (chops or roasts)， boneless， separable lean and fat， raw,猪肉，新鲜，腰部，牛腩（印章或烤肉），去骨，瘦肉和脂肪分离，生,0,73.16,22.49,0,0,133,4.05,63,354,1.7,0.55,9,22,247,0.4,0,0.6,3,0.49,0,7.239,0.252,0.6,0.18,0,8,18,63,1.393,1.722,0.021,0.708,0,http://ndb.nal.usda.gov/ndb/foods/show/2695,Pork Products
10211,Pork， fresh， loin， sirloin (chops)， boneless， separable lean and fat， cooked， braised,猪肉，新鲜，腰部，牛腩（印章），去骨，瘦肉和脂肪分离，煮熟，焖,0,65.78,28.41,0,0,171,5.47,56,411,2.01,0.71,11,25,291,0.4,0,0.523,2,0.62,0,7.76,0.265,0.656,0.18,0,7,15,80,1.87,2.246,0.008,0.963,0,http://ndb.nal.usda.gov/ndb/foods/show/2696,Pork Products
10212,Pork， fresh， loin， sirloin (chops)， boneless， separable lean and fat， cooked， broiled,猪肉，新鲜，腰部，牛腩（印章），去骨，瘦肉和脂肪分离，煮熟，烤,0,65.98,28.19,0,0,170,5.53,65,420,2.15,0.87,11,27,292,0.7,0,0.584,2,0.75,0,8.654,0.29,0.653,0.26,0,8,26,76,1.785,2.106,0.019,0.822,0,http://ndb.nal.usda.gov/ndb/foods/show/2697,Pork Products
10213,Pork， fresh， loin， sirloin (roasts)， boneless， separable lean and fat， cooked， roasted,猪肉，新鲜，腰部，牛腩（烤肉），去骨，瘦肉和脂肪分离，煮熟，烤,0,62.82,29.62,0,0,192,7.32,66,398,2.2,0.66,13,27,304,0.6,0,0.533,2,0.93,0,8.055,0.327,0.705,0.2,0,7,25,84,2.528,3.068,0.04,1.198,0,http://ndb.nal.usda.gov/ndb/foods/show/2698,Pork Products
10214,Pork， fresh， loin， sirloin (chops or roasts)， boneless， separable lean only， raw,猪肉，新鲜，腰部，牛腩（印章或烤肉），去骨，只有瘦肉分开，生,0,74.3,22.81,0,0,121,2.59,63,354,1.72,0.56,9,23,251,0.4,0,0.611,2,0.49,0,7.348,0.256,0.61,0.17,0,7,16,63,0.906,1.099,0.007,0.413,0,http://ndb.nal.usda.gov/ndb/foods/show/2699,Pork Products
10215,Pork， fresh， loin， sirloin (chops)， boneless， separable lean only， cooked， braised,猪肉，新鲜，腰部，牛腩（印章），去骨，可分精益只，煮熟，焖,0,66.41,28.75,0,0,163,4.5,56,416,2.04,0.71,11,25,294,0.4,0,0.528,2,0.63,0,7.834,0.266,0.663,0.18,0,5,14,80,1.517,1.816,n/a,0.794,0,http://ndb.nal.usda.gov/ndb/foods/show/2700,Pork Products
10216,Pork， fresh， loin， sirloin (chops)， boneless， separable lean only， cooked， broiled,猪肉，新鲜，腰部，牛腩（印章），去骨，可分精益只，煮熟，烤,0,66.75,28.6,0,0,161,4.36,66,425,2.18,0.88,11,27,296,0.6,0,0.591,2,0.75,0,8.761,0.292,0.662,0.26,0,7,25,76,1.357,1.585,0.01,0.614,0,http://ndb.nal.usda.gov/ndb/foods/show/2701,Pork Products
10217,Pork， fresh， loin， sirloin (roasts)， boneless， separable lean only， cooked， roasted,猪肉，新鲜，腰部，牛腩（烤肉），去骨，可分精益只，煮熟，烤,0,64.07,30.39,0,0,178,5.31,66,408,2.25,0.66,12,28,311,0.6,0,0.544,1,0.94,0,8.224,0.332,0.722,0.2,0,4,24,84,1.798,2.181,0.026,0.844,0,http://ndb.nal.usda.gov/ndb/foods/show/2702,Pork Products
10218,Pork， fresh， loin， tenderloin， separable lean and fat， raw,猪肉，新鲜，里脊肉，里脊肉，瘦肉和脂肪分离，生,0,74.97,20.65,0,0,120,3.53,52,393,1.87,0.97,6,27,243,0.3,0,0.765,0,0.52,0,6.61,0.337,0.982,0.22,0,2,10,65,1.181,1.355,0.036,0.562,0,http://ndb.nal.usda.gov/ndb/foods/show/2703,Pork Products
10219,Pork， fresh， ground， raw,猪肉，新鲜，地，生,0,61.06,16.88,n/a,0,263,21.19,56,287,2.2,0.88,14,19,175,n/a,0.7,0.383,2,0.7,5,4.338,0.235,0.732,n/a,n/a,7,n/a,72,7.87,9.44,n/a,1.91,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2704,Pork Products
10220,Pork， fresh， ground， cooked,猪肉，新鲜，地面，熟,0,52.75,25.69,0,0,297,20.77,73,362,3.21,1.29,22,24,226,0.5,0.7,0.391,2,0.54,6,4.206,0.22,0.706,0.21,0,8,21,94,7.72,9.25,n/a,1.87,0,http://ndb.nal.usda.gov/ndb/foods/show/2705,Pork Products
10221,Pork， fresh， loin， tenderloin， separable lean and fat， cooked， broiled,猪肉，新鲜，里脊肉，里脊肉，瘦肉和脂肪分离，煮熟，烤,0,61.09,29.86,n/a,0,201,8.11,64,444,2.89,1.39,5,35,290,n/a,1,0.515,2,0.98,6,5.054,0.378,0.968,n/a,n/a,7,n/a,94,2.93,3.34,n/a,0.74,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2706,Pork Products
10222,Pork， fresh， loin， tenderloin， separable lean and fat， cooked， roasted,猪肉，新鲜，里脊肉，里脊肉，瘦肉和脂肪分离，煮熟，烤,0,69.11,26.04,0,0,147,3.96,57,419,2.41,1.15,6,29,265,0.3,0,0.735,0,0.57,0,7.402,0.385,0.944,0.08,0,1,10,73,1.358,1.521,0.038,0.569,0,http://ndb.nal.usda.gov/ndb/foods/show/2707,Pork Products
10223,Pork， fresh， loin， tenderloin， separable lean only， cooked， broiled,猪肉，新鲜，里脊肉，里脊肉，可分精益只，煮熟，烤,0,62.3,30.42,n/a,0,187,6.33,65,451,2.95,1.43,5,36,295,n/a,1,0.528,2,1,6,5.135,0.387,0.988,n/a,n/a,7,n/a,94,2.24,2.58,n/a,0.56,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2708,Pork Products
10224,Pork， fresh， loin， top loin (roasts)， boneless， separable lean and fat， raw,猪肉，新鲜，腰部，腰部顶（烤肉），去骨，瘦肉和脂肪分离，生,0,70.14,21.34,0,0,166,8.33,47,358,1.73,0.53,7,24,216,0.5,0,0.718,2,0.54,0,5.566,0.181,0.426,0.12,0,5,21,64,1.598,1.861,0.05,0.651,0,http://ndb.nal.usda.gov/ndb/foods/show/2709,Pork Products
10225,Pork， fresh， loin， top loin (roasts)， boneless， separable lean only， raw,猪肉，新鲜，腰部，腰部顶（烤肉），去骨，只可分离精益，生,0,73.28,22.39,0,0,132,4.06,49,374,1.8,0.54,5,26,225,0.4,0,0.755,0,0.51,0,5.745,0.187,0.443,0.13,0,0,16,63,1.248,1.595,n/a,0.409,0,http://ndb.nal.usda.gov/ndb/foods/show/2710,Pork Products
10226,Pork， fresh， composite of trimmed retail cuts (loin and shoulder blade)， separable lean and fat， raw,猪肉，新鲜，复合修整零售削减（里脊肉和肩胛骨），瘦肉和脂肪分离，生,0,69.13,20.08,0,0,177,10.14,54,345,2.01,0.74,16,23,205,0.5,0.1,0.625,2,0.64,1,5.452,0.238,0.582,0.16,0,7,22,65,3.106,3.768,0.065,1.122,0,http://ndb.nal.usda.gov/ndb/foods/show/2711,Pork Products
10227,Pork， fresh， composite of trimmed retail cuts (loin and shoulder blade)， separable lean and fat， cooked,猪肉，新鲜，复合修整零售削减（里脊肉和肩胛骨），瘦肉和脂肪分离，煮熟,0,59.43,26.07,0,0,235,13.66,55,345,2.56,0.93,20,24,222,0.9,0.1,0.561,2,0.68,2,6.368,0.293,0.679,0.12,0,7,38,83,4.703,5.758,0.058,1.367,0,http://ndb.nal.usda.gov/ndb/foods/show/2712,Pork Products
10228,Pork， fresh， composite of trimmed retail cuts (loin and shoulder blade)， separable lean only， raw,猪肉，新鲜，复合修整零售削减（里脊肉和肩胛骨），可分精益只，生,0,72.23,21.23,n/a,0,144,5.88,54,384,1.99,0.88,17,23,209,n/a,0.6,0.51,2,0.66,5,4.825,0.272,0.98,n/a,n/a,7,n/a,60,2.03,2.66,n/a,0.63,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2713,Pork Products
10229,Pork， fresh， composite of trimmed retail cuts (loin and shoulder blade)， separable lean only， cooked,猪肉，新鲜，复合修整零售削减（里脊肉和肩胛骨），可分精益只，煮熟,0,60.3,29.47,n/a,0,211,9.44,57,377,2.87,1.07,22,26,234,n/a,0.4,0.435,2,0.75,6,5.251,0.344,0.873,n/a,n/a,7,n/a,85,3.34,4.22,n/a,0.71,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2714,Pork Products
10802,USDA Commodity， pork， cured， ham， boneless， cooked， heated,美国农业部商品，猪肉，治愈，火腿，去骨，煮熟，加热,0,71.8,18.84,0,0,149,7.62,1155,281,2.23,0.85,6,21,292,n/a,23.3,0.256,0,1.41,3,3.553,0.238,0.53,n/a,n/a,0,n/a,73,1.701,2.864,n/a,0.747,0,http://ndb.nal.usda.gov/ndb/foods/show/2715,Pork Products
10803,USDA Commodity， pork， ground， fine/coarse， frozen， cooked,美国农业部商品，猪肉，地面，精细/粗糙，冻结，煮熟,0,57.08,23.55,n/a,0,265,18.19,76,311,3.59,1.51,8,23,231,n/a,2.3,0.167,5,2.3,6,3.597,0.247,0.598,n/a,n/a,15,n/a,105,5.515,9.141,n/a,2.337,0,http://ndb.nal.usda.gov/ndb/foods/show/2716,Pork Products
10804,USDA Commodity， pork， cured， ham， boneless， cooked， unheated,美国农业部商品，猪肉，治愈，火腿，去骨，煮熟，不加热,0,72.42,17.44,n/a,0.69,133,6.16,1210,272,2.3,1.07,7,20,278,n/a,22.7,0.229,2,0.68,4,2.525,0.187,0.534,n/a,n/a,5,n/a,71,1.673,2.655,n/a,0.777,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2717,Pork Products
10805,USDA Commodity， pork， ground， fine/coarse， frozen， raw,美国农业部商品，猪肉，地面，精细/粗糙，冻结，生,0,64.46,15.41,n/a,0,221,17.18,58,297,2.28,0.91,14,20,181,n/a,0.6,0.35,2,0.64,5,3.959,0.214,0.668,n/a,n/a,6,n/a,58,6.379,7.651,n/a,1.548,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2718,Pork Products
10851,HORMEL， Cure 81 Ham,HORMEL，治愈81火腿,n/a,74.25,18.43,0,0.21,106,3.59,1038,319,2,0.8,4,20,n/a,n/a,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,51,1.17,1.75,n/a,0.37,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2719,Pork Products
10852,HORMEL ALWAYS TENDER， Pork Tenderloin， Teriyaki-Flavored,HORMEL总是温柔的，猪里脊，红烧味,n/a,71.9,18.2,3.33,4.63,119,3.07,413,536,1.5,1,7,22,n/a,n/a,2.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,46,1.05,1.26,n/a,0.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2720,Pork Products
10853,HORMEL ALWAYS TENDER， Pork Tenderloin， Peppercorn-Flavored,HORMEL总是温柔的，猪里脊，胡椒味,n/a,74.44,17.21,0.14,1.82,110,3.8,594,586,1.4,1.1,14,21,n/a,n/a,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,47,1.16,1.45,n/a,1.05,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2721,Pork Products
10854,HORMEL ALWAYS TENDER， Pork Loin Filets， Lemon Garlic-Flavored,HORMEL总是投标，猪柳鱼片，柠檬大蒜味,n/a,73.53,17.83,0.22,1.79,118,4.16,590,542,1.3,0.6,6,20,n/a,n/a,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,42,1.41,1.83,n/a,0.6,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2722,Pork Products
10855,HORMEL ALWAYS TENDER， Center Cut Chops， Fresh Pork,HORMEL总是投标，中心剁切，新鲜猪肉,n/a,69.17,18.74,0.28,0.84,167,9.62,378,307,1.5,0.6,14,21,n/a,n/a,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,52,3.6,4.43,n/a,0.83,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2723,Pork Products
10856,HORMEL ALWAYS TENDER， Boneless Pork Loin， Fresh Pork,HORMEL总是投标，无骨猪肉里脊，鲜猪肉,n/a,71.35,19.02,0.08,0.76,145,7.18,358,310,1.6,0.6,4,21,n/a,n/a,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,49,2.84,3.42,n/a,0.64,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2724,Pork Products
10857,HORMEL Canadian Style Bacon,HORMEL加拿大培根风格,n/a,72.95,16.88,1.43,1.87,122,4.94,1016,279,1.8,0.9,6,19,n/a,n/a,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,49,1.83,2.49,n/a,0.62,n/a,http://ndb.nal.usda.gov/ndb/foods/show/2725,Pork Products
10858,Pork， fresh， loin， top loin (chops)， boneless， enhanced， separable lean only， cooked， pan-broiled,猪肉，新鲜，腰部，腰部顶（印章），去骨，增强，可分精益只，煮熟，泛烤,0,64.49,28.95,0,0,169,5,209,517,2.02,0.63,10,28,320,n/a,0,0.489,0,0.52,1,10.323,0.188,0.631,0.23,0,0,n/a,75,1.797,2.406,0.03,0.691,0,http://ndb.nal.usda.gov/ndb/foods/show/2726,Pork Products
10859,Pork， fresh， loin， top loin (chops)， boneless， enhanced， separable lean and fat， cooked， pan-broiled,猪肉，新鲜，腰部，腰部顶（印章），去骨，增强，瘦肉和脂肪分离，煮熟，泛烤,0,62.52,28.35,0,0,190,7.66,205,512,1.98,0.63,10,28,317,n/a,0,0.476,2,0.55,1,10.192,0.184,0.616,0.24,0,6,n/a,75,2.725,3.5,0.087,0.664,0,http://ndb.nal.usda.gov/ndb/foods/show/2727,Pork Products
10860,Pork， cured， bacon， cooked， baked,猪肉，治好了，腊肉，煮，烤,0,12.52,35.73,0,1.35,548,43.27,2193,539,3.36,1.49,10,30,506,n/a,0,0.309,11,1.16,2,10.623,0.251,0.348,0.32,0.1,37,n/a,107,14.187,19.065,0,4.859,0,http://ndb.nal.usda.gov/ndb/foods/show/2728,Pork Products
10861,Pork， cured， bacon， cooked， microwaved,猪肉，治好了，腊肉，煮，微波,0,20.38,39.01,0,0.48,476,34.12,1783,525,3.51,1.14,13,34,389,n/a,0,0.513,n/a,1,n/a,10.714,0.257,0.554,0.48,n/a,n/a,n/a,111,11.644,15.235,0.119,5.602,0,http://ndb.nal.usda.gov/ndb/foods/show/2729,Pork Products
10862,Pork， cured， bacon， pre-sliced， cooked， pan-fried,猪肉，治好了，腊肉，预切，煮，煎,0,23.65,33.92,0,1.7,468,35.09,1684,499,3.06,0.95,11,31,388,0.4,0,0.535,11,1.09,0,10.457,0.232,0.56,0.42,0,37,17,99,11.964,15.53,0.144,6.112,0,http://ndb.nal.usda.gov/ndb/foods/show/2730,Pork Products
10863,Pork， fresh， variety meats and by-products， stomach， cooked， simmered,猪肉，新鲜，各种肉类及副产品，胃，煮熟，焖,0,70.72,21.4,0,0.09,157,7.26,40,85,2.92,1.23,15,15,129,n/a,0,0.021,0,0.48,3,1.38,0.188,0.04,0.09,0,0,n/a,316,2.99,2.126,0.11,0.738,0,http://ndb.nal.usda.gov/ndb/foods/show/2731,Pork Products
10864,Pork， bacon， rendered fat， cooked,猪肉，熏肉，呈现的脂肪，煮熟,0,0.25,0.07,0,0,898,99.5,27,15,0.06,0.13,1,0,9,n/a,0,0.005,11,0.09,0,0.725,0.015,0.004,0,0,37,n/a,97,31.991,41.435,0,10.535,0,http://ndb.nal.usda.gov/ndb/foods/show/2732,Pork Products
10865,Pork， cured， ham -- water added， rump， bone-in， separable lean only， heated， roasted,猪肉，治好了，火腿 - 加水，臀，带骨，可分精益只，加热，烤,0,70.92,21.41,0.84,0.87,121,3.56,1150,250,1.81,0.71,8,18,246,n/a,0,0.434,11,0.36,4,4.43,0.189,0.356,0.2,0,37,n/a,62,1.254,1.61,0.032,0.387,0,http://ndb.nal.usda.gov/ndb/foods/show/2733,Pork Products
10866,Pork， cured， ham -- water added， rump， bone-in， separable lean only， unheated,猪肉，治好了，火腿 - 水补充说，臀，带骨，可分离精益只，不加热,0,77.03,15.43,0.67,0.67,95,3.48,1170,205,1.37,1.13,7,16,235,n/a,0,0.265,9,0.54,3,5.32,0.213,0.235,0.16,0,29,n/a,53,1.227,1.575,0.031,0.379,0,http://ndb.nal.usda.gov/ndb/foods/show/2734,Pork Products
10867,Pork， cured， ham -- water added， shank， bone-in， separable lean only， heated， roasted,猪肉，治好了，火腿 - 加水，小腿，带骨，可分精益只，加热，烤,0,69.97,20.92,0.91,1.2,128,4.43,1060,241,3.09,1.56,9,18,216,n/a,0,0.348,11,0.6,1,5.073,0.192,0.257,0.28,0,37,n/a,65,1.402,1.911,0.028,0.641,0,http://ndb.nal.usda.gov/ndb/foods/show/2735,Pork Products
10868,Pork， cured， ham -- water added， slice， bone-in， separable lean only， heated， pan-broil,猪肉，治好了，火腿 - 水补充，切片，带骨，可分精益只，加热，油煎,0,68.58,22.04,1.48,1.48,131,4.3,1374,289,2.29,1.12,11,20,260,n/a,0,0.461,12,0.58,2,5.436,0.182,0.384,0.26,0,38,n/a,65,1.439,1.989,0.035,0.687,0,http://ndb.nal.usda.gov/ndb/foods/show/2736,Pork Products
10869,Pork， cured， ham and water product， slice， bone-in， separable lean only， heated， pan-broil,猪肉，治愈，火腿和水的产品，切片，带骨，可分精益只，加热，油煎,0,70.21,20.9,1.1,1.35,122,3.63,1237,289,2.25,0.93,12,19,258,n/a,0,0.449,11,0.46,2,5.023,0.184,0.383,0.13,0,38,n/a,64,1.217,1.662,0.029,0.517,0,http://ndb.nal.usda.gov/ndb/foods/show/2737,Pork Products
10870,Pork， cured， ham and water product， slice， boneless， separable lean only， heated， pan-broil,猪肉，治愈，火腿和水的产品，切片，去骨，可分精益只，加热，油煎,0,71.2,15.09,4.69,4.69,123,5.06,1390,272,1.64,0.74,8,17,240,0.9,0,0.335,13,0.44,3,4.285,0.137,0.308,0.12,0,44,34,45,1.528,2.125,0.037,0.69,0,http://ndb.nal.usda.gov/ndb/foods/show/2738,Pork Products
